order_id,Delivery_Time,Delivery_Status
CA-2017-135860,6.0,Delayed (6-7 days)
CA-2017-135860,6.0,Delayed (6-7 days)
CA-2015-101007,0.0,Same/Next Day
CA-2015-146262,7.0,Delayed (6-7 days)
CA-2015-146262,7.0,Delayed (6-7 days)
CA-2015-146262,7.0,Delayed (6-7 days)
CA-2015-146262,7.0,Delayed (6-7 days)
CA-2015-146262,7.0,Delayed (6-7 days)
CA-2015-163055,0.0,Same/Next Day
CA-2015-163055,0.0,Same/Next Day
CA-2015-163055,0.0,Same/Next Day
US-2017-100930,5.0,Acceptable (4-5 days)
US-2017-100930,5.0,Acceptable (4-5 days)
US-2017-100930,5.0,Acceptable (4-5 days)
US-2017-100930,5.0,Acceptable (4-5 days)
US-2017-100930,5.0,Acceptable (4-5 days)
CA-2017-160514,0.0,Same/Next Day
CA-2016-157749,5.0,Acceptable (4-5 days)
CA-2016-157749,5.0,Acceptable (4-5 days)
CA-2016-157749,5.0,Acceptable (4-5 days)
CA-2016-157749,5.0,Acceptable (4-5 days)
CA-2016-157749,5.0,Acceptable (4-5 days)
CA-2016-157749,5.0,Acceptable (4-5 days)
CA-2016-157749,5.0,Acceptable (4-5 days)
CA-2014-131926,5.0,Acceptable (4-5 days)
CA-2014-131926,5.0,Acceptable (4-5 days)
CA-2014-131926,5.0,Acceptable (4-5 days)
CA-2014-131926,5.0,Acceptable (4-5 days)
CA-2014-131926,5.0,Acceptable (4-5 days)
CA-2016-145625,0.0,Same/Next Day
CA-2016-145625,0.0,Same/Next Day
CA-2017-163139,2.0,On Time (<=3 days)
CA-2017-163139,2.0,On Time (<=3 days)
CA-2017-163139,2.0,On Time (<=3 days)
US-2017-155299,4.0,Acceptable (4-5 days)
CA-2015-130890,4.0,Acceptable (4-5 days)
CA-2015-144253,5.0,Acceptable (4-5 days)
CA-2014-111003,5.0,Acceptable (4-5 days)
CA-2014-111003,5.0,Acceptable (4-5 days)
CA-2016-142902,0.0,Same/Next Day
CA-2016-142902,0.0,Same/Next Day
CA-2016-142902,0.0,Same/Next Day
CA-2016-142902,0.0,Same/Next Day
CA-2014-167850,0.0,Same/Next Day
CA-2014-167850,0.0,Same/Next Day
CA-2014-164973,5.0,Acceptable (4-5 days)
CA-2014-164973,5.0,Acceptable (4-5 days)
CA-2014-164973,5.0,Acceptable (4-5 days)
CA-2014-164973,5.0,Acceptable (4-5 days)
CA-2014-164973,5.0,Acceptable (4-5 days)
CA-2017-153339,2.0,On Time (<=3 days)
CA-2015-137946,3.0,On Time (<=3 days)
CA-2015-137946,3.0,On Time (<=3 days)
CA-2015-137946,3.0,On Time (<=3 days)
CA-2014-129924,0.0,Same/Next Day
CA-2014-129924,0.0,Same/Next Day
CA-2017-134306,4.0,Acceptable (4-5 days)
CA-2017-134306,4.0,Acceptable (4-5 days)
CA-2017-134306,4.0,Acceptable (4-5 days)
CA-2016-129714,2.0,On Time (<=3 days)
CA-2016-129714,2.0,On Time (<=3 days)
CA-2016-129714,2.0,On Time (<=3 days)
CA-2016-129714,2.0,On Time (<=3 days)
CA-2016-129714,2.0,On Time (<=3 days)
CA-2016-138520,0.0,Same/Next Day
CA-2016-138520,0.0,Same/Next Day
CA-2016-138520,0.0,Same/Next Day
CA-2016-138520,0.0,Same/Next Day
CA-2017-155698,3.0,On Time (<=3 days)
CA-2017-155698,3.0,On Time (<=3 days)
CA-2015-122756,4.0,Acceptable (4-5 days)
CA-2015-122756,4.0,Acceptable (4-5 days)
US-2014-134971,3.0,On Time (<=3 days)
CA-2016-108987,2.0,On Time (<=3 days)
CA-2016-108987,2.0,On Time (<=3 days)
CA-2016-108987,2.0,On Time (<=3 days)
CA-2016-108987,2.0,On Time (<=3 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-117457,4.0,Acceptable (4-5 days)
CA-2017-142636,4.0,Acceptable (4-5 days)
CA-2017-142636,4.0,Acceptable (4-5 days)
CA-2017-154816,4.0,Acceptable (4-5 days)
CA-2017-110478,5.0,Acceptable (4-5 days)
CA-2017-110478,5.0,Acceptable (4-5 days)
CA-2014-101476,0.0,Same/Next Day
CA-2017-152275,7.0,Delayed (6-7 days)
CA-2016-127369,1.0,Same/Next Day
CA-2016-147375,0.0,Same/Next Day
CA-2016-147375,0.0,Same/Next Day
CA-2016-115756,2.0,On Time (<=3 days)
CA-2016-115756,2.0,On Time (<=3 days)
CA-2016-115756,2.0,On Time (<=3 days)
CA-2016-115756,2.0,On Time (<=3 days)
CA-2016-115756,2.0,On Time (<=3 days)
CA-2016-115756,2.0,On Time (<=3 days)
CA-2016-166674,2.0,On Time (<=3 days)
CA-2016-166674,2.0,On Time (<=3 days)
CA-2016-166674,2.0,On Time (<=3 days)
CA-2016-166674,2.0,On Time (<=3 days)
CA-2016-166674,2.0,On Time (<=3 days)
CA-2016-166674,2.0,On Time (<=3 days)
US-2014-110674,0.0,Same/Next Day
CA-2014-144666,2.0,On Time (<=3 days)
CA-2014-144666,2.0,On Time (<=3 days)
CA-2014-144666,2.0,On Time (<=3 days)
CA-2014-144666,2.0,On Time (<=3 days)
CA-2014-144666,2.0,On Time (<=3 days)
CA-2014-144666,2.0,On Time (<=3 days)
CA-2016-103891,0.0,Same/Next Day
CA-2014-134677,4.0,Acceptable (4-5 days)
CA-2017-140963,0.0,Same/Next Day
CA-2017-140963,0.0,Same/Next Day
CA-2017-140963,0.0,Same/Next Day
CA-2014-133753,0.0,Same/Next Day
CA-2014-133753,0.0,Same/Next Day
CA-2014-133753,0.0,Same/Next Day
CA-2016-169166,0.0,Same/Next Day
CA-2017-134978,0.0,Same/Next Day
US-2015-138303,4.0,Acceptable (4-5 days)
US-2015-138303,4.0,Acceptable (4-5 days)
US-2015-138303,4.0,Acceptable (4-5 days)
CA-2015-102848,2.0,On Time (<=3 days)
US-2017-129441,4.0,Acceptable (4-5 days)
CA-2016-126613,0.0,Same/Next Day
US-2017-122637,5.0,Acceptable (4-5 days)
CA-2015-147851,5.0,Acceptable (4-5 days)
CA-2015-134894,4.0,Acceptable (4-5 days)
CA-2015-134894,4.0,Acceptable (4-5 days)
CA-2014-140795,2.0,On Time (<=3 days)
CA-2014-103849,0.0,Same/Next Day
CA-2014-103849,0.0,Same/Next Day
CA-2014-103849,0.0,Same/Next Day
CA-2017-112774,1.0,Same/Next Day
CA-2014-155852,4.0,Acceptable (4-5 days)
CA-2016-113243,0.0,Same/Next Day
CA-2016-113243,0.0,Same/Next Day
CA-2016-113243,0.0,Same/Next Day
CA-2015-130736,2.0,On Time (<=3 days)
CA-2015-130736,2.0,On Time (<=3 days)
CA-2017-137099,3.0,On Time (<=3 days)
CA-2017-156951,7.0,Delayed (6-7 days)
CA-2017-156951,7.0,Delayed (6-7 days)
CA-2017-156951,7.0,Delayed (6-7 days)
CA-2017-156951,7.0,Delayed (6-7 days)
CA-2016-127250,4.0,Acceptable (4-5 days)
CA-2015-132906,0.0,Same/Next Day
CA-2017-145233,4.0,Acceptable (4-5 days)
CA-2017-145233,4.0,Acceptable (4-5 days)
CA-2017-145233,4.0,Acceptable (4-5 days)
CA-2017-145233,4.0,Acceptable (4-5 days)
CA-2017-145233,4.0,Acceptable (4-5 days)
CA-2015-128139,6.0,Delayed (6-7 days)
CA-2015-128139,6.0,Delayed (6-7 days)
CA-2014-135405,0.0,Same/Next Day
CA-2014-135405,0.0,Same/Next Day
CA-2016-121223,0.0,Same/Next Day
CA-2016-121223,0.0,Same/Next Day
CA-2015-168004,5.0,Acceptable (4-5 days)
CA-2017-106103,0.0,Same/Next Day
CA-2016-103947,7.0,Delayed (6-7 days)
CA-2016-103947,7.0,Delayed (6-7 days)
CA-2016-143308,0.0,Same/Next Day
CA-2017-132682,2.0,On Time (<=3 days)
CA-2017-132682,2.0,On Time (<=3 days)
CA-2017-132682,2.0,On Time (<=3 days)
US-2017-106663,0.0,Same/Next Day
US-2017-106663,0.0,Same/Next Day
US-2017-106663,0.0,Same/Next Day
CA-2017-130351,3.0,On Time (<=3 days)
CA-2017-130351,3.0,On Time (<=3 days)
CA-2017-130351,3.0,On Time (<=3 days)
US-2017-168116,0.0,Same/Next Day
US-2017-168116,0.0,Same/Next Day
CA-2014-157784,3.0,On Time (<=3 days)
CA-2014-157784,3.0,On Time (<=3 days)
CA-2014-157784,3.0,On Time (<=3 days)
CA-2017-114552,6.0,Delayed (6-7 days)
CA-2016-163755,4.0,Acceptable (4-5 days)
CA-2015-142027,0.0,Same/Next Day
CA-2014-138527,0.0,Same/Next Day
CA-2014-138527,0.0,Same/Next Day
CA-2014-138527,0.0,Same/Next Day
CA-2014-112158,2.0,On Time (<=3 days)
CA-2014-112158,2.0,On Time (<=3 days)
CA-2014-112158,2.0,On Time (<=3 days)
CA-2014-113887,2.0,On Time (<=3 days)
CA-2017-146136,4.0,Acceptable (4-5 days)
CA-2014-153150,5.0,Acceptable (4-5 days)
CA-2014-130092,0.0,Same/Next Day
CA-2014-104472,5.0,Acceptable (4-5 days)
CA-2014-104472,5.0,Acceptable (4-5 days)
CA-2016-114713,5.0,Acceptable (4-5 days)
US-2016-150861,3.0,On Time (<=3 days)
US-2016-150861,3.0,On Time (<=3 days)
US-2016-150861,3.0,On Time (<=3 days)
US-2016-150861,3.0,On Time (<=3 days)
US-2016-150861,3.0,On Time (<=3 days)
CA-2014-132500,4.0,Acceptable (4-5 days)
CA-2014-112326,4.0,Acceptable (4-5 days)
CA-2014-112326,4.0,Acceptable (4-5 days)
CA-2014-112326,4.0,Acceptable (4-5 days)
CA-2017-126074,4.0,Acceptable (4-5 days)
CA-2017-126074,4.0,Acceptable (4-5 days)
CA-2017-126074,4.0,Acceptable (4-5 days)
CA-2017-126074,4.0,Acceptable (4-5 days)
CA-2016-110499,2.0,On Time (<=3 days)
CA-2015-135272,5.0,Acceptable (4-5 days)
CA-2017-126046,4.0,Acceptable (4-5 days)
CA-2015-114923,0.0,Same/Next Day
US-2015-157014,3.0,On Time (<=3 days)
US-2015-157014,3.0,On Time (<=3 days)
US-2015-157014,3.0,On Time (<=3 days)
US-2015-157014,3.0,On Time (<=3 days)
CA-2016-115504,0.0,Same/Next Day
CA-2014-134313,6.0,Delayed (6-7 days)
CA-2014-134313,6.0,Delayed (6-7 days)
CA-2015-140921,2.0,On Time (<=3 days)
CA-2015-140921,2.0,On Time (<=3 days)
US-2014-102071,0.0,Same/Next Day
US-2014-102071,0.0,Same/Next Day
US-2017-156083,7.0,Delayed (6-7 days)
US-2016-137547,5.0,Acceptable (4-5 days)
CA-2016-161669,2.0,On Time (<=3 days)
CA-2016-161669,2.0,On Time (<=3 days)
CA-2016-161669,2.0,On Time (<=3 days)
CA-2016-161669,2.0,On Time (<=3 days)
CA-2017-107503,5.0,Acceptable (4-5 days)
CA-2014-107755,5.0,Acceptable (4-5 days)
CA-2014-125612,5.0,Acceptable (4-5 days)
CA-2014-125612,5.0,Acceptable (4-5 days)
CA-2014-125612,5.0,Acceptable (4-5 days)
CA-2017-161984,0.0,Same/Next Day
CA-2017-161984,0.0,Same/Next Day
CA-2014-133851,0.0,Same/Next Day
CA-2014-133851,0.0,Same/Next Day
CA-2016-134474,2.0,On Time (<=3 days)
CA-2016-134474,2.0,On Time (<=3 days)
CA-2016-134474,2.0,On Time (<=3 days)
CA-2014-149020,0.0,Same/Next Day
CA-2014-149020,0.0,Same/Next Day
CA-2014-136742,4.0,Acceptable (4-5 days)
CA-2016-158099,2.0,On Time (<=3 days)
CA-2016-158099,2.0,On Time (<=3 days)
CA-2016-105494,2.0,On Time (<=3 days)
CA-2016-105494,2.0,On Time (<=3 days)
CA-2016-140634,3.0,On Time (<=3 days)
US-2016-114622,2.0,On Time (<=3 days)
CA-2016-130477,4.0,Acceptable (4-5 days)
CA-2016-130477,4.0,Acceptable (4-5 days)
CA-2016-130477,4.0,Acceptable (4-5 days)
CA-2017-137596,5.0,Acceptable (4-5 days)
CA-2017-137596,5.0,Acceptable (4-5 days)
CA-2017-137596,5.0,Acceptable (4-5 days)
CA-2016-165218,6.0,Delayed (6-7 days)
CA-2016-165218,6.0,Delayed (6-7 days)
CA-2014-138296,7.0,Delayed (6-7 days)
CA-2015-111164,0.0,Same/Next Day
CA-2015-111164,0.0,Same/Next Day
CA-2015-111164,0.0,Same/Next Day
CA-2015-115091,4.0,Acceptable (4-5 days)
CA-2015-115091,4.0,Acceptable (4-5 days)
CA-2017-114216,4.0,Acceptable (4-5 days)
US-2017-111745,1.0,Same/Next Day
CA-2017-131156,4.0,Acceptable (4-5 days)
CA-2016-120859,3.0,On Time (<=3 days)
CA-2017-135279,2.0,On Time (<=3 days)
CA-2017-135279,2.0,On Time (<=3 days)
CA-2017-135279,2.0,On Time (<=3 days)
CA-2017-135279,2.0,On Time (<=3 days)
CA-2017-135279,2.0,On Time (<=3 days)
CA-2017-135279,2.0,On Time (<=3 days)
US-2017-103247,3.0,On Time (<=3 days)
US-2017-103247,3.0,On Time (<=3 days)
US-2017-100209,0.0,Same/Next Day
CA-2017-159366,3.0,On Time (<=3 days)
CA-2015-157035,3.0,On Time (<=3 days)
CA-2016-144939,5.0,Acceptable (4-5 days)
CA-2015-146829,0.0,Same/Next Day
CA-2016-110023,2.0,On Time (<=3 days)
CA-2015-105312,3.0,On Time (<=3 days)
CA-2015-105312,3.0,On Time (<=3 days)
CA-2017-135034,2.0,On Time (<=3 days)
CA-2015-108665,4.0,Acceptable (4-5 days)
CA-2015-108665,4.0,Acceptable (4-5 days)
CA-2015-108665,4.0,Acceptable (4-5 days)
CA-2015-108665,4.0,Acceptable (4-5 days)
CA-2016-126529,0.0,Same/Next Day
CA-2016-126529,0.0,Same/Next Day
CA-2016-126529,0.0,Same/Next Day
CA-2014-163552,0.0,Same/Next Day
CA-2014-163552,0.0,Same/Next Day
CA-2014-163552,0.0,Same/Next Day
CA-2014-163552,0.0,Same/Next Day
CA-2014-163552,0.0,Same/Next Day
CA-2016-102981,3.0,On Time (<=3 days)
CA-2016-102981,3.0,On Time (<=3 days)
CA-2017-115651,3.0,On Time (<=3 days)
CA-2017-115651,3.0,On Time (<=3 days)
CA-2017-152702,0.0,Same/Next Day
CA-2016-169103,0.0,Same/Next Day
CA-2016-169103,0.0,Same/Next Day
US-2015-153500,2.0,On Time (<=3 days)
US-2015-153500,2.0,On Time (<=3 days)
US-2015-153500,2.0,On Time (<=3 days)
CA-2015-110667,4.0,Acceptable (4-5 days)
CA-2015-110667,4.0,Acceptable (4-5 days)
CA-2015-110667,4.0,Acceptable (4-5 days)
CA-2015-110667,4.0,Acceptable (4-5 days)
CA-2016-157686,1.0,Same/Next Day
CA-2016-134348,0.0,Same/Next Day
CA-2016-134348,0.0,Same/Next Day
CA-2016-134348,0.0,Same/Next Day
US-2016-143819,4.0,Acceptable (4-5 days)
US-2016-143819,4.0,Acceptable (4-5 days)
US-2016-143819,4.0,Acceptable (4-5 days)
US-2016-143819,4.0,Acceptable (4-5 days)
CA-2016-167584,0.0,Same/Next Day
CA-2017-158407,6.0,Delayed (6-7 days)
CA-2017-158407,6.0,Delayed (6-7 days)
CA-2015-142755,4.0,Acceptable (4-5 days)
CA-2015-142755,4.0,Acceptable (4-5 days)
CA-2015-142755,4.0,Acceptable (4-5 days)
CA-2015-142755,4.0,Acceptable (4-5 days)
CA-2015-105970,5.0,Acceptable (4-5 days)
CA-2015-105970,5.0,Acceptable (4-5 days)
CA-2016-112102,0.0,Same/Next Day
CA-2016-112102,0.0,Same/Next Day
CA-2016-112102,0.0,Same/Next Day
US-2016-114776,1.0,Same/Next Day
US-2016-134908,4.0,Acceptable (4-5 days)
US-2016-134908,4.0,Acceptable (4-5 days)
US-2016-148803,0.0,Same/Next Day
CA-2016-152170,0.0,Same/Next Day
CA-2016-152170,0.0,Same/Next Day
CA-2016-152170,0.0,Same/Next Day
CA-2016-152170,0.0,Same/Next Day
CA-2016-152170,0.0,Same/Next Day
CA-2015-112452,0.0,Same/Next Day
CA-2015-112452,0.0,Same/Next Day
CA-2015-112452,0.0,Same/Next Day
CA-2015-112452,0.0,Same/Next Day
CA-2015-112452,0.0,Same/Next Day
CA-2015-113971,0.0,Same/Next Day
CA-2016-149314,5.0,Acceptable (4-5 days)
CA-2014-126522,4.0,Acceptable (4-5 days)
CA-2014-127964,5.0,Acceptable (4-5 days)
CA-2014-127964,5.0,Acceptable (4-5 days)
CA-2014-127964,5.0,Acceptable (4-5 days)
CA-2014-117709,4.0,Acceptable (4-5 days)
CA-2015-125416,0.0,Same/Next Day
CA-2017-145226,2.0,On Time (<=3 days)
CA-2017-145226,2.0,On Time (<=3 days)
CA-2017-145226,2.0,On Time (<=3 days)
CA-2017-145226,2.0,On Time (<=3 days)
US-2014-100279,0.0,Same/Next Day
CA-2016-113621,4.0,Acceptable (4-5 days)
CA-2016-113621,4.0,Acceptable (4-5 days)
CA-2016-130946,4.0,Acceptable (4-5 days)
CA-2016-130946,4.0,Acceptable (4-5 days)
CA-2016-130946,4.0,Acceptable (4-5 days)
CA-2017-133235,3.0,On Time (<=3 days)
CA-2014-110184,0.0,Same/Next Day
CA-2014-110184,0.0,Same/Next Day
CA-2016-126004,1.0,Same/Next Day
CA-2016-126004,1.0,Same/Next Day
CA-2016-126004,1.0,Same/Next Day
CA-2016-126004,1.0,Same/Next Day
CA-2016-126004,1.0,Same/Next Day
CA-2016-126004,1.0,Same/Next Day
CA-2017-100013,5.0,Acceptable (4-5 days)
CA-2017-100013,5.0,Acceptable (4-5 days)
CA-2017-100013,5.0,Acceptable (4-5 days)
CA-2014-127012,0.0,Same/Next Day
CA-2014-127012,0.0,Same/Next Day
CA-2014-127012,0.0,Same/Next Day
CA-2015-154956,5.0,Acceptable (4-5 days)
CA-2017-144638,0.0,Same/Next Day
CA-2017-144638,0.0,Same/Next Day
CA-2017-144638,0.0,Same/Next Day
CA-2017-144638,0.0,Same/Next Day
CA-2017-105053,2.0,On Time (<=3 days)
CA-2016-155992,1.0,Same/Next Day
CA-2016-155992,1.0,Same/Next Day
CA-2017-110380,5.0,Acceptable (4-5 days)
CA-2017-100426,4.0,Acceptable (4-5 days)
CA-2016-148698,5.0,Acceptable (4-5 days)
CA-2014-163293,3.0,On Time (<=3 days)
CA-2014-163293,3.0,On Time (<=3 days)
CA-2016-160815,1.0,Same/Next Day
CA-2017-122154,2.0,On Time (<=3 days)
CA-2017-122154,2.0,On Time (<=3 days)
CA-2017-122154,2.0,On Time (<=3 days)
US-2015-149692,6.0,Delayed (6-7 days)
CA-2015-124268,4.0,Acceptable (4-5 days)
CA-2016-163384,2.0,On Time (<=3 days)
CA-2016-163384,2.0,On Time (<=3 days)
CA-2016-134425,4.0,Acceptable (4-5 days)
CA-2015-121391,3.0,On Time (<=3 days)
US-2017-126179,4.0,Acceptable (4-5 days)
US-2017-126179,4.0,Acceptable (4-5 days)
CA-2014-160773,4.0,Acceptable (4-5 days)
CA-2014-160773,4.0,Acceptable (4-5 days)
CA-2017-167703,5.0,Acceptable (4-5 days)
CA-2017-167703,5.0,Acceptable (4-5 days)
CA-2017-121804,5.0,Acceptable (4-5 days)
CA-2017-162635,1.0,Same/Next Day
CA-2017-127705,4.0,Acceptable (4-5 days)
CA-2017-127705,4.0,Acceptable (4-5 days)
CA-2014-121664,4.0,Acceptable (4-5 days)
US-2017-123281,5.0,Acceptable (4-5 days)
CA-2017-113481,2.0,On Time (<=3 days)
CA-2017-113481,2.0,On Time (<=3 days)
CA-2017-113481,2.0,On Time (<=3 days)
CA-2014-153976,5.0,Acceptable (4-5 days)
CA-2017-162978,5.0,Acceptable (4-5 days)
CA-2017-162978,5.0,Acceptable (4-5 days)
CA-2017-162978,5.0,Acceptable (4-5 days)
US-2014-160444,0.0,Same/Next Day
US-2014-160444,0.0,Same/Next Day
CA-2016-145247,2.0,On Time (<=3 days)
US-2017-155425,1.0,Same/Next Day
US-2017-155425,1.0,Same/Next Day
US-2017-155425,1.0,Same/Next Day
US-2017-155425,1.0,Same/Next Day
US-2017-155425,1.0,Same/Next Day
CA-2017-133249,3.0,On Time (<=3 days)
CA-2017-136672,5.0,Acceptable (4-5 days)
US-2014-157021,5.0,Acceptable (4-5 days)
US-2014-157021,5.0,Acceptable (4-5 days)
CA-2014-126361,5.0,Acceptable (4-5 days)
CA-2014-126361,5.0,Acceptable (4-5 days)
CA-2014-126361,5.0,Acceptable (4-5 days)
CA-2014-126361,5.0,Acceptable (4-5 days)
CA-2014-126361,5.0,Acceptable (4-5 days)
CA-2014-126361,5.0,Acceptable (4-5 days)
US-2016-100566,6.0,Delayed (6-7 days)
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
US-2016-108504,0.0,Same/Next Day
CA-2017-124828,1.0,Same/Next Day
CA-2016-159212,4.0,Acceptable (4-5 days)
CA-2016-159212,4.0,Acceptable (4-5 days)
US-2014-118486,2.0,On Time (<=3 days)
US-2014-118486,2.0,On Time (<=3 days)
US-2014-118486,2.0,On Time (<=3 days)
CA-2016-130407,4.0,Acceptable (4-5 days)
CA-2016-130407,4.0,Acceptable (4-5 days)
CA-2017-105144,7.0,Delayed (6-7 days)
CA-2016-136329,0.0,Same/Next Day
CA-2016-136329,0.0,Same/Next Day
CA-2017-122735,0.0,Same/Next Day
CA-2017-122735,0.0,Same/Next Day
CA-2017-117695,3.0,On Time (<=3 days)
CA-2015-166135,5.0,Acceptable (4-5 days)
CA-2015-145821,6.0,Delayed (6-7 days)
CA-2017-148474,0.0,Same/Next Day
CA-2017-148474,0.0,Same/Next Day
CA-2014-155271,0.0,Same/Next Day
CA-2015-119907,7.0,Delayed (6-7 days)
US-2016-128902,0.0,Same/Next Day
CA-2017-164959,0.0,Same/Next Day
US-2015-105676,1.0,Same/Next Day
US-2016-108455,6.0,Delayed (6-7 days)
US-2016-108455,6.0,Delayed (6-7 days)
US-2016-108455,6.0,Delayed (6-7 days)
CA-2015-140410,4.0,Acceptable (4-5 days)
CA-2015-140410,4.0,Acceptable (4-5 days)
CA-2015-140410,4.0,Acceptable (4-5 days)
CA-2017-152485,4.0,Acceptable (4-5 days)
CA-2017-152485,4.0,Acceptable (4-5 days)
CA-2017-152485,4.0,Acceptable (4-5 days)
CA-2017-130386,0.0,Same/Next Day
CA-2017-130386,0.0,Same/Next Day
CA-2017-130386,0.0,Same/Next Day
CA-2015-153388,6.0,Delayed (6-7 days)
CA-2015-153388,6.0,Delayed (6-7 days)
CA-2017-108294,0.0,Same/Next Day
CA-2017-103611,0.0,Same/Next Day
CA-2014-111059,3.0,On Time (<=3 days)
CA-2014-111059,3.0,On Time (<=3 days)
CA-2017-116204,0.0,Same/Next Day
CA-2015-144806,5.0,Acceptable (4-5 days)
CA-2015-144806,5.0,Acceptable (4-5 days)
CA-2015-144806,5.0,Acceptable (4-5 days)
CA-2015-144806,5.0,Acceptable (4-5 days)
CA-2015-144806,5.0,Acceptable (4-5 days)
CA-2015-148432,3.0,On Time (<=3 days)
CA-2015-148432,3.0,On Time (<=3 days)
CA-2016-139885,4.0,Acceptable (4-5 days)
CA-2017-124086,0.0,Same/Next Day
CA-2014-166884,0.0,Same/Next Day
CA-2014-166884,0.0,Same/Next Day
CA-2014-107181,4.0,Acceptable (4-5 days)
